Location,J,I,Ld,Lv,Wa,Wp,Dd,Dv,In,Delta
Grassy Island BC,-10.51,6.50,1.57,0.70,0.79,0.65,0.83,1.26,0.53,0.14
Grassy Island BC,0.68,2.86,1.47,0.81,0.68,0.68,1.13,1.37,0.68,0.11
Grassy Island BC,-4.86,1.91,1.37,0.91,0.85,0.77,0.88,1.52,0.60,0.10
Grassy Island BC,-3.71,4.19,1.49,0.80,0.82,0.74,0.75,1.64,0.59,0.15
Grassy Island BC,-5.51,5.62,1.44,0.86,0.93,0.81,0.87,1.73,0.88,0.14
Grassy Island BC,3.69,-1.04,1.48,0.83,0.87,0.74,0.91,1.47,0.57,0.09
Grassy Island BC,1.17,-1.75,1.42,0.90,0.81,0.68,0.81,1.52,0.58,0.12
Grassy Island BC,-1.53,0.35,1.50,0.84,0.73,0.62,0.63,1.69,0.58,0.08
Grassy Island BC,-3.43,0.79,1.52,0.82,0.82,0.77,0.98,1.56,0.68,0.12
Grassy Island BC,-7.24,3.14,1.52,0.82,0.71,0.66,0.80,1.56,0.64,0.12
Grassy Island BC,-2.67,0.63,1.52,0.83,0.78,0.72,0.80,1.58,0.61,0.11
Grassy Island BC,-2.46,-0.71,1.49,0.86,0.85,0.76,0.64,1.66,0.57,0.13
Grassy Island BC,-6.41,1.99,1.50,0.87,0.89,0.77,0.77,1.96,0.74,0.11
Grassy Island BC,-3.34,1.06,1.62,0.75,0.72,0.64,0.66,1.78,0.69,0.12
Grassy Island BC,0.87,1.34,1.56,0.82,0.92,0.62,0.85,1.70,0.74,0.10
Grassy Island BC,4.38,-0.96,1.54,0.84,0.81,0.81,0.70,1.81,0.51,0.15
Grassy Island BC,-4.19,5.85,1.59,0.80,0.85,0.71,0.77,1.62,0.64,0.15
Grassy Island BC,4.86,-0.96,1.62,0.77,0.97,0.68,0.87,1.81,0.75,0.13
Grassy Island BC,2.73,1.68,1.43,0.96,0.89,0.73,1.15,1.36,0.77,0.17
Grassy Island BC,-7.25,2.27,1.64,0.77,0.78,0.77,0.77,1.77,0.81,0.12
Grassy Island BC,-3.43,5.83,1.48,0.93,0.81,0.65,0.77,1.50,0.63,0.13
Grassy Island BC,2.51,6.68,1.40,1.02,0.94,0.76,0.72,1.35,0.57,0.12
Grassy Island BC,1.28,0.76,1.33,1.09,0.84,0.57,0.82,1.65,0.63,0.19
Grassy Island BC,-1.26,-0.51,1.42,1.02,0.90,0.67,0.97,1.44,0.77,0.12
Grassy Island BC,1.83,-3.78,1.51,0.93,0.82,0.71,0.86,1.78,0.72,0.14
Grassy Island BC,-3.51,7.89,1.35,1.09,0.89,0.64,0.83,1.51,0.71,0.12
Grassy Island BC,-9.41,-0.13,1.62,0.83,0.89,0.66,0.90,1.54,0.61,0.10
Grassy Island BC,-5.62,10.56,1.41,1.05,0.79,0.69,1.00,1.41,0.54,0.14
Grassy Island BC,3.48,0.87,1.69,0.78,0.95,0.64,0.83,1.74,0.76,0.17
Grassy Island BC,26.54,-12.72,1.56,0.92,1.08,0.66,0.95,1.62,0.61,0.13
Grassy Island BC,-2.70,-0.17,1.49,0.99,0.79,0.79,0.86,1.70,0.57,0.20
Grassy Island BC,-0.27,2.19,1.63,0.86,0.68,0.64,0.95,1.76,0.48,0.10
Grassy Island BC,-6.99,17.58,1.70,0.81,0.94,0.81,1.11,1.50,0.74,0.19
Grassy Island BC,-0.70,4.64,1.52,0.99,0.81,0.49,1.06,1.74,0.71,0.16
Grassy Island BC,1.98,0.81,1.64,0.87,0.89,0.69,0.76,1.75,0.63,0.13
Grassy Island BC,-5.50,-0.27,1.63,0.90,0.74,0.73,0.82,1.66,0.66,0.11
Grassy Island BC,2.40,-0.98,1.28,1.25,0.99,0.70,0.96,1.63,0.95,0.17
Grassy Island BC,1.71,-2.06,1.70,0.83,0.84,0.68,0.91,1.49,0.59,0.14
Grassy Island BC,-11.03,13.66,1.50,1.04,0.93,0.71,0.90,1.73,0.77,0.13
Grassy Island BC,-8.17,6.54,1.65,0.89,0.79,0.81,1.13,1.44,0.86,0.20
Grassy Island BC,0.43,0.95,1.50,1.05,0.90,0.70,0.87,1.98,0.71,0.17
Grassy Island BC,-14.08,4.40,1.52,1.04,0.91,0.66,1.02,1.60,0.59,0.17
Grassy Island BC,-2.92,7.26,1.71,0.85,0.90,0.69,0.80,1.79,0.74,0.13
Grassy Island BC,-5.54,1.32,1.59,0.97,0.92,0.73,0.92,1.62,0.53,0.15
Grassy Island BC,-3.26,-0.69,1.59,0.96,1.02,0.98,0.93,1.83,0.89,0.09
Grassy Island BC,-14.09,7.61,1.63,0.94,0.69,0.76,1.23,1.44,0.85,0.14
Grassy Island BC,-9.09,7.93,1.57,1.01,0.94,0.98,1.16,1.52,0.82,0.19
Grassy Island BC,-0.91,-1.75,1.45,1.13,0.94,0.85,0.87,1.68,0.76,0.14
Grassy Island BC,1.45,-2.04,1.52,1.06,0.87,0.67,0.94,1.88,0.85,0.16
Grassy Island BC,-11.38,5.56,1.60,0.99,0.89,0.79,1.13,1.62,0.80,0.20
Grassy Island BC,12.67,-2.28,1.68,0.91,0.86,0.42,0.94,1.64,0.51,0.13
Grassy Island BC,-1.01,6.55,1.54,1.06,0.84,0.70,1.00,1.58,0.70,0.14
Grassy Island BC,-2.65,0.48,1.48,1.11,0.78,0.64,0.90,1.83,0.76,0.13
Grassy Island BC,1.23,0.07,1.75,0.85,0.85,0.68,0.92,1.66,0.68,0.12
Grassy Island BC,-0.95,-0.13,1.64,0.97,0.98,0.69,1.02,1.65,0.70,0.14
Grassy Island BC,2.64,0.68,1.59,1.02,1.00,0.63,0.76,1.86,0.75,0.16
Grassy Island BC,-1.47,-0.12,1.51,1.10,0.95,0.67,1.14,1.67,0.71,0.12
Grassy Island BC,3.32,5.45,1.68,0.94,0.98,0.72,1.04,1.57,0.71,0.11
Grassy Island BC,2.68,0.29,1.62,1.01,0.68,0.64,1.15,1.69,0.93,0.15
Grassy Island BC,1.46,-0.07,1.46,1.17,1.15,0.97,1.00,1.44,0.77,0.15
Grassy Island BC,2.44,6.47,1.61,1.04,0.89,0.63,1.19,1.65,0.68,0.13
Grassy Island BC,-4.52,3.89,1.72,0.93,0.75,0.71,1.06,1.82,0.59,0.10
Grassy Island BC,0.72,-1.29,1.68,0.97,0.98,0.78,0.82,2.03,0.99,0.14
Grassy Island BC,-2.95,-1.17,1.68,0.97,1.03,0.88,0.99,1.68,0.88,0.15
Grassy Island BC,-8.80,5.38,1.63,1.03,1.04,0.66,1.11,1.71,0.82,0.12
Grassy Island BC,-2.44,-0.13,1.65,1.01,0.86,0.52,0.69,2.06,0.69,0.13
Grassy Island BC,-1.87,0.81,1.65,1.02,0.87,0.59,0.83,1.85,0.72,0.17
Grassy Island BC,0.16,-0.34,1.47,1.21,0.93,0.78,1.12,1.83,0.87,0.12
Grassy Island BC,-1.26,0.13,1.78,0.91,0.98,0.81,1.15,1.85,0.92,0.17
Grassy Island BC,4.57,-4.97,1.80,0.89,0.83,0.80,1.25,1.87,0.93,0.13
Grassy Island BC,-5.46,4.48,1.77,0.92,0.94,0.70,0.84,1.93,0.77,0.14
Grassy Island BC,-15.06,7.94,1.60,1.10,1.09,0.94,1.09,1.90,0.96,0.12
Grassy Island BC,-8.43,8.06,1.62,1.08,0.87,0.82,1.02,1.73,0.83,0.12
Grassy Island BC,-1.28,4.57,1.66,1.05,0.98,0.64,1.06,1.91,0.72,0.15
Grassy Island BC,-11.09,10.36,1.43,1.27,0.89,0.61,1.10,1.63,0.55,0.21
Grassy Island BC,-2.21,4.33,1.62,1.08,0.83,0.74,0.97,1.79,0.60,0.22
Grassy Island BC,-9.67,7.58,1.71,1.00,0.77,0.72,1.14,1.67,0.62,0.10
Grassy Island BC,6.54,-0.23,1.70,1.02,1.05,0.64,1.01,1.86,0.68,0.14
Grassy Island BC,1.17,-7.68,1.62,1.10,1.18,0.86,0.95,1.92,0.69,0.14
Grassy Island BC,-4.28,-1.16,1.50,1.22,1.06,0.82,0.79,2.34,0.93,0.13
Grassy Island BC,5.83,-1.31,1.71,1.02,0.85,0.66,1.03,1.92,0.94,0.12
Grassy Island BC,-2.16,-1.56,1.78,0.95,0.92,0.92,0.76,1.97,0.74,0.11
Grassy Island BC,-1.22,-2.28,1.78,0.95,0.85,0.68,1.06,1.73,0.83,0.18
Grassy Island BC,-1.64,14.34,1.77,0.97,0.87,0.70,1.21,1.63,0.78,0.15
Grassy Island BC,-6.37,-1.20,1.63,1.10,0.95,0.83,0.84,1.88,0.62,0.14
Grassy Island BC,-2.37,4.25,1.64,1.10,0.89,0.70,1.28,1.65,0.75,0.17
Grassy Island BC,-0.15,3.33,1.79,0.96,1.08,0.76,1.17,1.70,0.84,0.18
Grassy Island BC,-3.41,2.13,1.77,0.98,1.03,0.77,0.99,1.80,0.66,0.13
Grassy Island BC,9.70,0.29,1.70,1.05,1.08,0.56,0.81,1.62,0.69,0.18
Grassy Island BC,-0.89,-2.71,1.70,1.05,1.11,1.01,1.01,1.79,0.70,0.18
Grassy Island BC,-6.56,5.00,1.76,1.00,0.96,0.73,0.95,1.92,0.88,0.22
Grassy Island BC,1.21,6.67,1.78,0.98,0.92,0.63,0.94,1.79,0.67,0.12
Grassy Island BC,-4.59,3.78,1.87,0.89,0.89,0.82,1.04,1.76,0.62,0.17
Grassy Island BC,-1.95,2.04,1.87,0.90,0.95,0.76,0.94,1.85,0.89,0.15
Grassy Island BC,1.28,-0.60,1.70,1.07,0.88,0.72,1.03,1.71,0.73,0.14
Grassy Island BC,-2.31,17.05,1.68,1.10,1.12,0.77,1.31,1.61,0.74,0.21
Grassy Island BC,-2.01,28.27,1.84,0.96,1.04,0.59,1.21,1.69,0.67,0.15
Grassy Island BC,-6.78,11.23,1.75,1.05,0.92,0.76,1.10,1.73,0.69,0.11
Grassy Island BC,0.92,-0.10,1.73,1.07,1.02,0.78,0.91,1.94,0.66,0.10
Grassy Island BC,-3.86,8.63,1.70,1.11,0.86,0.80,1.14,1.74,0.92,0.16
Grassy Island BC,5.51,-2.74,1.73,1.08,1.15,0.82,1.08,1.80,0.74,0.13
Grassy Island BC,-6.03,9.41,1.86,0.96,1.05,0.70,1.26,1.67,0.81,0.13
Grassy Island BC,-9.65,11.05,1.58,1.24,0.92,0.68,1.14,1.69,0.61,0.17
Grassy Island BC,6.41,-0.62,1.89,0.96,1.03,0.83,1.25,2.15,0.91,0.17
Grassy Island BC,0.40,1.53,1.70,1.15,0.83,0.68,1.01,2.02,1.02,0.15
Grassy Island BC,-13.04,9.05,1.75,1.11,1.03,1.09,1.37,1.58,0.79,0.11
Grassy Island BC,-5.68,6.11,1.93,0.93,0.87,0.63,0.88,2.01,0.79,0.12
Grassy Island BC,-0.21,-1.42,1.90,0.98,1.07,0.75,1.05,1.87,0.68,0.14
Grassy Island BC,-1.40,-0.89,1.85,1.03,1.02,0.57,1.31,1.54,0.61,0.16
Grassy Island BC,-2.28,-0.93,1.97,0.92,0.90,1.03,0.73,2.02,0.65,0.14
Grassy Island BC,-4.09,4.73,1.73,1.16,1.05,0.73,1.08,2.02,0.78,0.15
Grassy Island BC,-10.64,4.20,1.72,1.20,1.24,0.89,0.89,1.94,0.79,0.16
Grassy Island BC,0.14,6.08,1.92,1.01,0.92,0.72,1.16,1.92,0.90,0.16
Grassy Island BC,-7.28,23.16,1.82,1.11,1.05,0.84,1.23,1.47,0.91,0.20
Grassy Island BC,4.24,-10.77,1.77,1.15,1.04,0.71,0.95,1.87,0.72,0.15
Grassy Island BC,-1.38,7.21,1.80,1.12,1.10,0.58,0.97,1.82,0.75,0.17
Grassy Island BC,-14.69,13.01,1.76,1.18,0.86,0.72,1.16,1.80,0.94,0.16
Grassy Island BC,-3.90,-0.79,1.91,1.03,1.12,0.98,1.27,2.22,1.18,0.21
Grassy Island BC,-4.98,9.03,1.82,1.13,1.13,0.81,1.32,1.65,0.92,0.30
Grassy Island BC,-10.42,6.62,1.84,1.10,1.17,1.05,1.29,1.67,0.86,0.13
Grassy Island BC,2.86,-0.99,1.84,1.14,1.02,0.57,1.19,2.04,0.77,0.13
Grassy Island BC,4.50,8.19,1.84,1.15,1.14,0.84,1.08,2.11,0.87,0.16
Grassy Island BC,2.84,-7.02,1.93,1.07,0.84,0.90,0.89,2.10,0.84,0.12
Grassy Island BC,-30.80,14.09,1.74,1.26,0.97,1.01,1.18,2.05,0.94,0.24
Grassy Island BC,-0.52,-0.49,1.88,1.13,0.96,0.80,0.84,2.86,1.12,0.21
Grassy Island BC,0.88,1.31,1.78,1.24,1.27,0.81,0.97,2.11,1.04,0.18
Grassy Island BC,-0.21,0.63,2.09,0.95,1.03,0.79,0.92,1.94,0.87,0.15
Grassy Island BC,-11.80,20.38,1.89,1.17,1.04,0.73,0.92,1.76,0.57,0.21
Grassy Island BC,3.41,-1.23,1.86,1.20,1.10,0.84,1.11,2.04,0.97,0.20
Grassy Island BC,-6.26,7.27,1.91,1.16,1.16,0.86,1.21,2.13,1.09,0.13
Grassy Island BC,-8.09,4.71,1.70,1.38,1.09,0.74,1.43,1.85,0.64,0.14
Grassy Island BC,-8.89,11.53,1.89,1.20,0.91,0.76,1.35,1.68,0.67,0.20
Grassy Island BC,-2.97,3.55,1.99,1.10,0.99,0.93,0.81,1.99,0.95,0.20
Grassy Island BC,-1.94,0.53,2.13,0.98,1.10,0.73,1.12,2.12,0.65,0.13
Grassy Island BC,-3.81,4.69,2.11,0.99,1.12,0.76,1.06,1.95,0.93,0.11
Grassy Island BC,-8.17,13.34,1.74,1.37,0.90,0.65,1.45,1.86,0.83,0.19
Grassy Island BC,-10.65,13.98,1.71,1.39,1.19,1.03,1.52,1.97,0.93,0.16
Grassy Island BC,-1.79,-0.66,2.03,1.08,1.14,0.89,1.24,2.26,1.12,0.11
Grassy Island BC,-9.91,1.23,2.07,1.05,1.17,0.80,1.17,2.02,0.81,0.17
Grassy Island BC,-8.74,6.85,1.94,1.19,1.00,0.86,1.20,1.96,0.75,0.20
Grassy Island BC,-13.92,5.23,1.73,1.40,0.96,1.12,1.40,2.55,1.07,0.12
Grassy Island BC,4.29,-2.97,2.23,0.91,0.88,0.65,1.17,2.06,0.92,0.11
Grassy Island BC,-2.75,3.73,1.94,1.20,0.93,0.88,1.40,1.94,0.95,0.13
Grassy Island BC,1.49,-0.24,1.87,1.28,1.08,0.92,0.94,2.39,0.87,0.19
Grassy Island BC,4.61,-2.20,2.06,1.09,0.92,0.73,1.20,2.01,0.94,0.17
Grassy Island BC,-4.73,18.45,1.76,1.40,1.23,0.86,1.13,2.10,0.92,0.19
Grassy Island BC,-6.63,-2.66,2.05,1.12,1.09,0.85,1.07,2.02,0.78,0.16
Grassy Island BC,-0.23,-3.28,1.97,1.19,1.20,0.91,1.46,1.97,0.95,0.19
Grassy Island BC,5.14,-0.22,1.99,1.18,1.21,0.70,1.20,2.01,0.77,0.17
Grassy Island BC,10.68,-1.58,1.87,1.33,1.26,0.81,1.17,2.34,1.13,0.21
Grassy Island BC,0.85,-0.52,2.18,1.04,1.16,0.83,1.16,2.05,0.74,0.15
Grassy Island BC,-3.88,-0.63,2.02,1.21,1.26,0.74,1.33,1.95,0.61,0.18
Grassy Island BC,-9.95,15.21,1.74,1.55,1.24,0.97,1.43,1.94,1.06,0.19
Grassy Island BC,-3.34,5.10,2.12,1.20,0.97,0.82,1.23,2.25,0.82,0.19
Grassy Island BC,-12.42,11.66,2.02,1.30,0.84,0.93,1.44,2.00,0.76,0.14
Grassy Island BC,0.04,0.93,1.80,1.53,1.25,0.66,0.95,2.41,0.84,0.17
Grassy Island BC,8.10,3.39,2.27,1.06,1.45,1.09,1.38,2.14,0.94,0.23
Grassy Island BC,0.21,1.10,2.05,1.29,1.23,1.08,1.49,2.22,1.25,0.17
Grassy Island BC,-4.98,4.29,2.24,1.10,1.16,0.91,1.10,2.37,1.17,0.15
Grassy Island BC,-1.03,-1.74,1.96,1.39,1.12,0.88,1.51,2.02,1.15,0.13
Grassy Island BC,0.82,0.85,2.17,1.20,1.15,1.01,1.01,2.27,0.91,0.20
Grassy Island BC,-5.76,4.78,2.04,1.33,1.20,0.88,1.38,2.14,1.09,0.16
Grassy Island BC,8.95,-8.81,2.22,1.16,1.01,0.94,1.30,2.45,1.20,0.22
Grassy Island BC,4.23,2.11,2.01,1.39,0.98,0.85,1.59,1.99,1.00,0.12
Grassy Island BC,-3.41,-3.17,2.18,1.25,0.99,1.13,1.32,2.18,0.94,0.12
Grassy Island BC,-15.85,14.63,2.22,1.21,1.11,0.93,1.85,2.39,1.16,0.20
Grassy Island BC,-2.06,-0.16,2.12,1.33,1.41,1.02,0.92,2.12,0.81,0.17
Grassy Island BC,-3.35,-2.55,2.02,1.44,1.46,1.08,0.99,2.41,0.88,0.15
Grassy Island BC,-20.72,6.49,2.09,1.38,0.98,0.83,1.30,2.29,0.82,0.18
Grassy Island BC,-4.90,-1.32,2.20,1.27,1.24,1.06,1.54,2.11,1.24,0.21
Grassy Island BC,-10.19,7.27,1.97,1.53,1.14,1.07,1.46,2.18,0.93,0.27
Grassy Island BC,-2.57,-0.96,2.25,1.26,1.19,1.18,1.32,2.40,1.26,0.20
Grassy Island BC,1.64,-0.45,2.18,1.35,1.16,0.99,1.73,2.02,1.20,0.16
Grassy Island BC,-3.74,1.15,2.13,1.40,1.19,1.05,1.30,2.31,1.14,0.15
Grassy Island BC,4.90,-1.10,2.33,1.21,1.14,0.78,1.40,2.28,0.93,0.18
Grassy Island BC,-5.56,6.93,2.21,1.34,1.10,1.09,1.11,2.48,1.08,0.17
Grassy Island BC,-15.55,17.55,2.34,1.24,1.07,0.83,1.63,2.20,1.06,0.20
Grassy Island BC,-1.01,0.01,2.10,1.48,1.04,0.93,1.11,2.24,0.89,0.20
Grassy Island BC,-1.33,6.75,2.32,1.28,1.25,1.07,1.38,2.37,0.89,0.18
Grassy Island BC,5.09,-1.88,2.17,1.44,1.60,1.01,1.41,2.15,0.77,0.18
Grassy Island BC,-5.40,17.64,2.38,1.24,1.38,1.10,1.51,2.18,1.06,0.16
Grassy Island BC,-9.04,21.55,1.87,1.76,1.32,0.61,1.53,2.22,0.80,0.20
Grassy Island BC,-4.31,7.55,2.15,1.51,1.52,1.01,1.25,2.59,1.16,0.17
Grassy Island BC,0.41,0.98,2.14,1.51,1.01,0.94,1.26,2.68,1.16,0.24
Grassy Island BC,5.32,0.67,2.32,1.35,1.32,0.94,1.17,2.58,0.91,0.14
Grassy Island BC,-3.74,1.59,2.44,1.22,1.23,0.93,1.11,2.49,0.97,0.21
Grassy Island BC,1.46,-1.85,2.49,1.18,1.33,1.09,1.02,2.60,1.05,0.14
Grassy Island BC,1.71,1.40,2.14,1.54,1.23,0.94,1.51,2.33,1.28,0.16
Grassy Island BC,-1.00,0.59,2.20,1.49,1.22,1.16,1.28,2.57,1.05,0.30
Grassy Island BC,2.35,1.18,2.13,1.57,1.98,1.85,1.15,1.94,0.99,0.19
Grassy Island BC,2.60,-4.66,2.65,1.07,1.06,1.13,1.46,2.04,0.93,0.16
Grassy Island BC,1.17,1.27,2.17,1.56,1.10,0.94,1.37,2.68,1.22,0.23
Grassy Island BC,3.81,0.15,2.31,1.44,1.49,0.90,1.11,2.32,1.06,0.18
Grassy Island BC,-10.18,10.54,2.32,1.43,1.13,1.02,1.57,2.39,1.10,0.21
Grassy Island BC,-5.06,4.70,2.43,1.33,1.34,1.07,1.25,2.63,0.98,0.20
Grassy Island BC,0.55,-1.56,2.30,1.46,1.30,0.95,1.48,2.61,1.07,0.16
Grassy Island BC,2.80,-0.31,2.35,1.44,1.36,0.96,1.48,2.60,1.11,0.16
Grassy Island BC,3.46,1.23,2.45,1.37,1.52,1.21,1.11,2.65,1.37,0.25
Grassy Island BC,-3.78,-1.10,2.48,1.34,1.46,1.10,1.46,2.49,1.24,0.19
Grassy Island BC,8.35,-6.51,2.61,1.22,1.63,0.98,1.12,2.63,0.98,0.20
Grassy Island BC,-1.61,8.45,2.41,1.44,1.18,1.04,1.76,2.14,0.85,0.18
Grassy Island BC,1.68,13.63,2.30,1.54,1.07,0.83,1.51,2.13,0.87,0.19
Grassy Island BC,-14.37,10.08,2.42,1.47,1.36,1.29,1.64,2.17,1.14,0.21
Grassy Island BC,-0.35,2.38,2.49,1.41,1.27,1.10,1.52,1.70,0.81,0.31
Grassy Island BC,-6.85,21.19,2.27,1.63,1.23,1.03,1.69,2.29,0.90,0.21
Grassy Island BC,3.00,1.17,2.12,1.78,1.04,1.02,1.77,2.20,1.15,0.22
Grassy Island BC,-4.17,-0.05,2.58,1.33,1.10,1.18,1.52,2.63,1.22,0.16
Grassy Island BC,-4.09,6.31,2.65,1.26,1.31,1.17,1.79,2.23,1.03,0.19
Grassy Island BC,2.87,2.90,2.44,1.49,1.47,0.86,1.44,2.66,1.39,0.24
Grassy Island BC,-6.38,13.21,2.34,1.59,1.33,1.11,1.73,2.47,1.32,0.16
Grassy Island BC,-18.88,14.49,2.54,1.40,0.96,0.84,1.78,2.07,0.88,0.18
Grassy Island BC,-5.03,-0.94,2.61,1.34,1.27,1.18,1.55,2.65,1.05,0.20
Grassy Island BC,-5.73,2.61,2.71,1.28,1.37,1.20,1.49,2.64,1.14,0.21
Grassy Island BC,-21.48,7.47,2.51,1.51,1.14,1.35,1.83,2.40,1.26,0.24
Grassy Island BC,-1.26,4.26,2.44,1.58,1.40,1.12,1.41,2.59,1.12,0.24
Grassy Island BC,-0.74,-1.29,2.76,1.32,1.07,0.92,1.11,3.03,1.09,0.17
Grassy Island BC,1.48,-0.80,2.61,1.49,1.52,1.27,1.33,2.85,1.28,0.19
Grassy Island BC,-0.73,-0.99,2.51,1.59,1.31,1.18,1.56,2.58,1.31,0.17
Grassy Island BC,-11.73,15.52,2.50,1.62,1.48,1.40,2.15,2.44,1.48,0.18
Grassy Island BC,-0.62,-0.56,2.64,1.48,1.33,1.06,1.21,3.00,1.16,0.22
Grassy Island BC,-0.22,0.18,2.58,1.55,1.65,1.19,1.36,2.73,1.13,0.20
Grassy Island BC,1.11,5.19,2.54,1.63,1.49,1.11,1.26,3.04,1.32,0.22
Grassy Island BC,-1.93,1.02,2.48,1.75,1.46,1.66,1.20,3.12,1.56,0.26
Grassy Island BC,-6.52,10.18,2.54,1.70,1.27,1.01,1.97,2.83,1.19,0.22
Grassy Island BC,7.05,-3.89,3.16,1.12,1.25,1.10,1.08,2.81,0.92,0.15
Grassy Island BC,0.22,-5.07,2.74,1.55,1.32,1.11,1.58,2.94,1.15,0.21
Grassy Island BC,3.77,-0.55,2.55,1.75,1.43,1.13,1.70,2.79,0.96,0.21
Grassy Island BC,-1.46,-1.74,2.80,1.53,1.39,1.11,1.63,2.71,1.29,0.18
Grassy Island BC,-2.90,5.63,2.39,1.94,1.09,0.67,1.51,2.99,0.93,0.25
Grassy Island BC,-2.33,8.63,2.70,1.65,1.38,1.10,1.40,2.89,1.21,0.23
Grassy Island BC,-1.59,-1.40,2.62,1.90,1.38,1.06,1.60,2.90,0.89,0.22
Grassy Island BC,-4.64,5.41,2.77,1.92,1.32,1.16,1.88,2.63,1.32,0.24
Grassy Island BC,-5.15,17.16,2.89,1.93,1.56,1.29,1.78,3.22,1.10,0.20
Grassy Island BC,-3.45,3.86,2.92,1.91,1.48,1.18,2.07,2.97,1.17,0.38
Grassy Island BC,-9.29,14.20,3.23,1.65,1.60,1.17,1.73,3.32,1.14,0.19
Grassy Island BC,0.63,-0.16,3.26,1.68,1.72,1.45,1.63,3.22,1.39,0.38
Grassy Island BC,-10.84,-11.40,2.89,2.09,1.42,1.34,2.32,2.26,1.44,0.41
Grassy Island BC,4.33,1.46,3.35,1.66,1.67,1.36,1.55,3.54,1.69,0.30
Grassy Island BC,2.08,-2.00,3.52,1.54,1.75,1.59,1.41,3.38,1.51,0.44
Grassy Island BC,-3.33,-0.30,3.13,2.05,1.46,1.54,1.79,3.47,1.65,0.36
Grassy Island BC,-8.69,4.49,3.47,1.93,1.74,1.72,1.80,4.10,1.55,0.26
Grassy Island BC,2.77,-0.08,3.53,2.27,2.06,1.27,1.80,4.13,1.81,0.35
Grassy Island BC,-2.72,0.87,3.99,2.06,1.77,1.83,1.87,3.91,2.02,0.19
Grassy Island BC,9.56,21.42,0.75,0.79,0.74,0.37,0.65,0.97,0.41,0.12
Grassy Island BC,-5.09,7.42,0.94,0.87,0.50,0.67,0.59,1.18,0.52,0.12
Grassy Island BC,-5.09,13.01,1.74,0.94,1.02,0.58,1.06,1.80,0.85,0.19
Grassy Island BC,1.20,-0.80,1.73,1.16,1.20,0.75,0.92,1.98,0.72,0.14
Grassy Island BC,-15.89,8.49,1.95,1.31,1.22,1.17,1.48,2.27,1.65,0.15
Grassy Island BC,-11.37,17.01,2.88,1.50,1.61,1.25,1.75,2.83,1.35,0.17
Grassy Island BC,-9.90,18.83,3.39,1.77,1.61,1.44,1.91,3.26,1.63,0.27
Grassy Island BC,2.14,0.52,1.29,0.82,0.88,0.63,0.69,1.43,0.45,0.11
Grassy Island BC,-1.65,-3.69,1.53,0.90,0.87,0.74,0.78,1.45,0.68,0.13
Grassy Island BC,0.00,1.64,0.66,0.48,0.39,0.35,0.33,1.01,0.46,0.11
Grassy Island BC,0.46,0.54,1.01,0.74,0.71,0.52,0.56,1.16,0.50,0.11
Grassy Island BC,1.30,-0.46,1.11,0.65,0.67,0.43,0.59,1.13,0.53,0.11
Grassy Island BC,-3.81,0.55,1.05,0.72,0.59,0.39,0.74,1.01,0.45,0.10
Grassy Island BC,-1.48,1.30,1.23,0.60,0.79,0.66,0.75,1.61,0.67,0.18
Grassy Island BC,2.67,0.90,1.11,0.76,0.87,0.73,0.62,1.38,0.52,0.15
Grassy Island BC,0.84,-1.43,1.13,0.78,0.98,0.73,0.84,1.26,0.66,0.13
Grassy Island BC,0.23,0.57,1.15,0.79,0.72,0.60,0.60,1.18,0.54,0.14
Grassy Island BC,-2.43,2.68,1.09,0.87,0.74,0.69,0.71,1.25,0.59,0.13
Grassy Island BC,-1.63,-1.60,1.07,0.92,0.76,0.60,1.06,1.08,0.65,0.13
Grassy Island BC,-4.06,3.45,1.28,0.72,0.66,0.58,0.70,1.39,0.59,0.14
Grassy Island BC,0.67,0.42,1.22,0.83,0.78,0.49,0.67,1.52,0.63,0.11
Grassy Island BC,-6.78,6.64,1.35,0.70,0.60,0.55,0.62,1.62,0.65,0.16
Grassy Island BC,6.76,-5.22,1.13,0.94,0.73,0.46,0.64,1.45,0.52,0.18
Grassy Island BC,0.24,-3.24,1.29,0.80,0.67,0.54,0.72,1.31,0.54,0.17
Grassy Island BC,-1.14,-0.48,1.26,0.84,0.70,0.56,0.89,1.20,0.60,0.14
Grassy Island BC,2.17,-1.28,1.28,0.85,0.64,0.52,0.83,1.45,0.72,0.12
Grassy Island BC,1.45,1.15,1.26,0.87,0.75,0.66,0.73,1.30,0.54,0.17
Grassy Island BC,6.07,-2.89,1.36,0.79,0.67,0.46,0.89,1.35,0.58,0.14
Grassy Island BC,2.70,3.99,1.26,0.90,0.89,0.74,0.92,1.34,0.77,0.17
Grassy Island BC,0.45,-5.51,1.39,0.77,0.83,0.86,0.68,1.57,0.68,0.06
Grassy Island BC,3.84,0.04,1.28,0.90,0.77,0.74,0.84,1.58,0.77,0.18
Grassy Island BC,-2.14,-2.24,1.40,0.79,0.90,0.67,0.79,1.31,0.83,0.13
Grassy Island BC,3.17,-0.28,1.50,0.73,0.77,0.70,0.87,1.34,0.73,0.14
Grassy Island BC,3.29,-0.39,1.46,0.82,0.77,0.64,0.79,1.51,0.53,0.16
Grassy Island BC,-0.90,0.05,1.39,0.90,0.94,0.73,0.72,1.49,0.68,0.16
Grassy Island BC,11.22,-1.80,1.28,1.04,1.00,0.72,0.86,1.51,0.65,0.15
