Location,J,I,Ld,Lv,Wa,Wp,Dd,Dv,In,Delta
Taseko BC,-0.748922,0.342294,1.99242,1.58499,1.24852,1.38236,1.16794,2.38237,1.31019,0.293181
Taseko BC,-1.71884,1.17599,2.10492,1.6943,1.38855,1.35251,1.60843,2.25218,1.41046,0.231751
Taseko BC,0.522017,-0.210785,2.06301,1.90444,1.59685,1.48235,1.49514,2.32567,1.61708,0.241211
Taseko BC,0.592042,-0.663891,2.70471,2.2756,1.67031,1.4961,1.2157,3.28155,1.58578,0.303423
Taseko BC,0.827829,0.449051,2.03269,1.95386,1.55633,1.35717,1.55967,2.51156,1.90035,0.26672
Taseko BC,-2.86433,0.538076,1.99722,1.61595,1.39177,1.21167,1.45977,2.1346,1.38223,0.262852
Taseko BC,7.16459,-5.19547,1.9481,1.85034,1.30754,0.791517,1.28261,2.49091,1.63563,0.292292
Taseko BC,2.09256,0.38343,1.71377,1.3817,1.33778,1.09278,1.06541,2.11124,1.13256,0.149507
Grassy Island BC,-5.32,8.93,0.93,0.48,0.53,0.47,0.61,0.85,0.40,0.08
Grassy Island BC,-3.40,4.68,0.98,0.64,0.63,0.51,0.71,1.00,0.50,0.10
Grassy Island BC,-4.24,15.23,1.08,0.69,0.72,0.68,0.64,1.09,0.72,0.11
Grassy Island BC,-6.18,15.08,1.25,0.65,0.61,0.42,0.73,1.20,0.55,0.11
Grassy Island BC,-11.41,10.86,1.22,0.76,0.76,0.73,0.82,1.25,0.84,0.10
Grassy Island BC,-6.36,13.98,1.34,0.77,0.87,0.57,1.03,1.20,0.78,0.14
Grassy Island BC,-0.57,4.83,1.34,0.82,0.68,0.64,0.77,1.31,0.47,0.16
Grassy Island BC,-7.03,11.83,1.37,0.80,0.74,0.65,0.90,1.24,0.53,0.12
Grassy Island BC,-0.72,3.05,1.43,0.75,0.67,0.63,0.94,1.41,0.89,0.11
Grassy Island BC,3.85,10.43,1.42,0.81,0.83,0.87,0.94,1.38,0.73,0.15
Grassy Island BC,-5.42,13.06,1.33,0.91,0.79,0.69,0.88,1.52,0.70,0.13
Grassy Island BC,-11.30,20.77,1.43,0.89,0.70,0.68,0.84,1.19,0.53,0.13
Grassy Island BC,0.25,0.25,1.32,1.10,0.81,0.73,0.92,1.33,0.75,0.14
Grassy Island BC,-11.72,11.01,1.51,0.92,0.86,0.60,1.03,1.50,0.80,0.19
Grassy Island BC,-10.53,6.21,1.51,0.94,0.74,0.71,1.10,1.30,0.86,0.12
Grassy Island BC,8.48,4.48,1.53,0.96,0.85,0.67,0.77,1.61,0.65,0.15
Grassy Island BC,-5.06,10.66,1.50,1.00,0.83,0.79,0.94,1.69,0.86,0.18
Grassy Island BC,-33.62,14.17,1.44,1.13,0.74,0.73,1.04,1.60,0.74,0.11
Grassy Island BC,-3.67,14.06,1.54,1.04,0.80,0.78,0.93,1.36,0.53,0.18
Grassy Island BC,-18.26,7.17,1.59,1.07,0.96,0.81,0.95,1.57,0.89,0.21
Grassy Island BC,-5.75,10.34,1.65,1.05,1.05,0.90,1.02,1.63,1.09,0.20
Grassy Island BC,-13.86,22.74,1.71,1.00,0.90,0.71,1.08,1.59,0.87,0.19
Grassy Island BC,-15.35,31.52,1.63,1.09,0.90,0.79,1.13,1.75,0.88,0.23
Grassy Island BC,-3.41,7.26,1.59,1.13,0.92,0.97,0.99,1.73,0.81,0.14
Grassy Island BC,7.49,0.52,1.70,1.07,1.06,1.08,0.98,1.74,1.00,0.15
Grassy Island BC,-6.35,12.52,1.76,1.05,0.94,0.89,1.00,1.84,0.86,0.14
Grassy Island BC,16.28,20.47,1.81,1.07,1.19,1.02,1.33,1.61,1.18,0.20
Grassy Island BC,13.83,16.30,1.91,0.98,1.01,1.07,1.07,1.72,0.84,0.14
Grassy Island BC,12.56,-14.04,1.83,1.11,1.01,0.74,1.11,1.94,1.13,0.19
Grassy Island BC,18.87,13.06,1.57,1.36,1.03,0.80,1.27,1.60,0.80,0.25
Grassy Island BC,-15.40,15.27,1.75,1.19,0.87,0.82,1.17,1.78,0.87,0.16
Grassy Island BC,-8.96,10.99,1.90,1.05,1.02,1.12,1.28,1.83,1.12,0.16
Grassy Island BC,-6.11,17.70,1.86,1.09,0.91,1.08,1.02,2.00,0.98,0.16
Grassy Island BC,-18.54,19.14,1.80,1.16,1.10,0.97,1.19,1.89,0.96,0.18
Grassy Island BC,-7.87,27.39,1.75,1.25,1.20,0.85,1.23,1.79,0.74,0.19
Grassy Island BC,-6.21,0.90,1.75,1.27,1.05,1.13,1.24,1.82,1.14,0.23
Grassy Island BC,-4.97,4.44,1.93,1.10,1.17,1.28,1.36,1.88,1.26,0.16
Grassy Island BC,-5.86,13.86,1.92,1.12,0.98,1.02,1.12,1.95,1.07,0.17
Grassy Island BC,-8.25,7.36,1.78,1.26,1.06,0.95,0.97,2.21,0.77,0.16
Grassy Island BC,-19.08,12.49,1.74,1.32,0.69,1.07,1.23,1.74,0.85,0.22
Grassy Island BC,-1.89,11.63,1.93,1.13,1.00,0.87,1.27,1.67,0.90,0.16
Grassy Island BC,-3.98,11.46,2.08,1.02,0.97,0.82,1.13,2.04,1.03,0.15
Grassy Island BC,-2.71,10.42,1.70,1.45,0.97,0.69,1.04,2.09,0.81,0.19
Grassy Island BC,-19.45,11.97,1.93,1.26,1.03,1.03,1.46,1.92,1.08,0.21
Grassy Island BC,-17.07,12.73,1.99,1.23,1.20,1.01,1.46,1.97,1.31,0.19
Grassy Island BC,-27.44,7.86,1.75,1.48,1.11,1.12,1.16,2.19,1.39,0.25
Grassy Island BC,0.90,27.58,2.20,1.04,1.26,0.61,1.32,1.98,1.00,0.20
Grassy Island BC,7.05,4.02,2.11,1.13,1.06,1.11,1.27,1.91,1.16,0.18
Grassy Island BC,17.57,13.84,2.02,1.23,1.21,0.95,1.42,1.91,1.26,0.23
Grassy Island BC,-16.13,14.85,1.90,1.34,1.15,0.97,1.25,2.17,1.33,0.20
Grassy Island BC,-11.62,5.85,2.04,1.23,1.06,1.14,1.35,2.33,1.27,0.30
Grassy Island BC,11.45,10.74,2.09,1.22,1.37,1.22,1.33,2.09,1.41,0.17
Grassy Island BC,-7.99,12.81,2.10,1.21,1.26,0.82,1.08,2.18,1.23,0.21
Grassy Island BC,-5.61,21.15,2.17,1.17,1.25,1.28,1.34,1.88,1.07,0.24
Grassy Island BC,-15.87,9.60,1.94,1.41,1.13,0.91,1.33,2.12,1.43,0.21
Grassy Island BC,-14.49,20.57,2.11,1.27,1.19,1.07,1.48,2.06,1.49,0.19
Grassy Island BC,-17.02,19.45,2.02,1.36,1.20,1.03,1.40,1.94,1.13,0.30
Grassy Island BC,-8.80,22.41,2.25,1.17,1.17,1.15,1.55,1.96,1.29,0.23
Grassy Island BC,16.43,20.77,1.90,1.53,1.10,1.00,1.27,2.14,0.99,0.28
Grassy Island BC,-5.72,9.93,2.10,1.32,0.97,0.93,1.44,2.01,0.94,0.18
Grassy Island BC,-22.55,15.39,2.19,1.27,1.11,1.16,1.45,2.06,1.39,0.20
Grassy Island BC,-5.53,14.01,1.90,1.55,1.37,0.99,1.41,2.01,1.34,0.21
Grassy Island BC,-30.64,15.56,2.17,1.30,1.25,1.20,1.40,2.34,1.27,0.23
Grassy Island BC,-5.55,4.51,2.16,1.32,1.14,1.03,1.25,2.04,1.18,0.22
Grassy Island BC,-4.22,9.02,2.03,1.45,1.00,1.00,1.54,2.25,1.24,0.22
Grassy Island BC,-19.60,16.12,2.06,1.43,1.29,1.19,1.50,2.01,1.18,0.24
Grassy Island BC,-7.81,8.03,2.45,1.07,1.00,0.90,1.27,2.33,1.26,0.20
Grassy Island BC,-7.95,5.94,2.05,1.49,1.42,1.32,1.33,2.24,1.23,0.20
Grassy Island BC,-8.17,12.69,2.27,1.29,1.12,0.66,1.35,1.95,1.03,0.15
Grassy Island BC,-5.81,10.29,2.10,1.48,0.99,0.88,1.31,2.22,0.90,0.20
Grassy Island BC,-2.17,17.91,2.25,1.39,1.28,0.72,1.37,2.31,1.44,0.18
Grassy Island BC,-14.22,22.64,2.11,1.53,1.28,0.97,1.58,2.33,1.56,0.27
Grassy Island BC,12.82,25.19,2.12,1.55,1.17,1.21,1.66,2.16,1.53,0.26
Grassy Island BC,-4.67,5.93,1.99,1.70,1.19,1.05,1.69,2.26,1.79,0.25
Grassy Island BC,-14.08,11.58,2.21,1.51,1.16,0.88,1.39,2.01,1.29,0.21
Grassy Island BC,10.15,15.08,2.41,1.33,1.23,0.94,1.52,1.96,1.03,0.22
Grassy Island BC,8.71,9.29,2.28,1.46,1.09,1.06,1.65,1.99,1.48,0.21
Grassy Island BC,-37.34,20.93,2.36,1.40,1.30,1.06,1.87,1.51,1.34,0.25
Grassy Island BC,2.66,12.12,2.38,1.40,1.40,1.21,1.93,1.91,1.60,0.26
Grassy Island BC,9.29,-14.71,2.46,1.32,1.26,1.14,1.32,2.56,1.47,0.20
Grassy Island BC,12.42,-12.57,2.42,1.36,1.08,1.21,1.34,2.05,1.19,0.23
Grassy Island BC,-3.15,13.26,2.35,1.43,1.78,1.37,1.64,2.47,1.66,0.19
Grassy Island BC,-12.29,14.26,2.25,1.55,1.31,1.17,1.37,2.52,1.32,0.19
Grassy Island BC,17.79,19.28,2.39,1.42,1.46,0.96,1.66,2.25,1.45,0.26
Grassy Island BC,0.29,1.97,2.53,1.31,1.32,1.25,1.67,2.66,1.58,0.23
Grassy Island BC,-7.11,25.29,2.19,1.67,1.28,1.10,1.70,2.06,1.59,0.18
Grassy Island BC,-11.32,10.41,2.26,1.62,1.09,1.18,1.57,2.43,1.12,0.26
Grassy Island BC,-13.06,15.42,2.39,1.50,1.32,1.09,1.49,2.60,1.56,0.25
Grassy Island BC,-7.48,15.48,2.47,1.42,1.18,1.04,1.78,2.32,1.42,0.20
Grassy Island BC,9.28,-9.01,2.34,1.60,1.27,1.14,1.40,2.42,1.28,0.30
Grassy Island BC,-8.08,4.44,2.49,1.47,1.31,1.12,1.30,2.78,1.62,0.18
Grassy Island BC,-5.92,12.87,2.61,1.37,1.32,1.18,1.64,2.29,1.64,0.29
Grassy Island BC,16.47,18.38,2.27,1.72,1.44,1.43,1.45,2.37,1.34,0.25
Grassy Island BC,-16.42,11.72,2.78,1.23,1.35,1.12,1.53,2.49,1.58,0.27
Grassy Island BC,-6.71,8.84,2.30,1.72,1.37,1.37,1.75,2.29,1.60,0.22
Grassy Island BC,-6.57,7.96,2.49,1.53,1.18,0.99,1.75,2.45,1.31,0.23
Grassy Island BC,-1.08,12.48,2.29,1.74,1.23,1.02,1.58,2.30,1.38,0.23
Grassy Island BC,0.67,7.92,2.61,1.44,1.50,1.30,1.59,2.61,1.44,0.21
Grassy Island BC,-8.88,5.14,2.69,1.37,1.36,1.30,1.71,2.17,1.72,0.25
Grassy Island BC,14.40,16.01,2.19,1.87,1.33,1.33,1.82,2.58,1.82,0.28
Grassy Island BC,-13.03,9.38,2.82,1.31,1.23,1.20,1.28,2.06,1.15,0.25
Grassy Island BC,-5.71,9.18,2.12,2.06,1.50,1.29,1.57,2.68,1.94,0.30
Grassy Island BC,-13.05,20.09,2.75,1.45,1.20,0.97,1.65,2.71,1.33,0.23
Grassy Island BC,-15.63,17.23,2.36,1.87,1.62,1.48,1.75,2.58,1.78,0.33
Grassy Island BC,-9.66,1.72,2.82,1.43,1.13,0.88,1.86,2.37,1.30,0.30
Grassy Island BC,21.63,17.49,2.61,1.64,1.68,1.45,1.50,1.96,1.22,0.31
Grassy Island BC,4.61,3.17,2.64,1.62,1.14,1.16,1.87,2.72,1.68,0.29
Grassy Island BC,-7.51,9.14,2.82,1.51,1.66,1.34,1.51,2.74,1.81,0.29
Grassy Island BC,-17.83,17.59,2.63,1.76,1.42,0.80,1.91,2.38,1.56,0.31
Grassy Island BC,-10.68,13.24,2.61,1.80,1.60,1.23,1.80,2.45,1.95,0.33
Grassy Island BC,7.03,19.58,2.87,1.58,1.42,1.51,1.96,2.21,1.49,0.26
Grassy Island BC,-1.62,5.01,2.58,1.90,1.49,1.55,2.03,2.92,2.18,0.31
Grassy Island BC,-10.95,8.01,2.95,1.54,1.73,1.55,1.84,2.53,2.20,0.25
Grassy Island BC,-11.71,9.50,2.69,1.84,1.71,1.70,1.90,2.84,1.98,0.46
Grassy Island BC,-9.94,14.32,2.64,1.89,1.30,1.25,1.61,2.73,1.59,0.22
Grassy Island BC,-18.67,9.46,2.68,1.87,1.58,1.39,1.98,2.61,1.53,0.22
Grassy Island BC,-10.69,12.78,2.66,1.95,1.31,1.47,1.83,2.07,1.50,0.35
Grassy Island BC,-21.57,9.87,2.67,1.94,1.64,1.22,1.83,2.92,2.09,0.35
Grassy Island BC,18.37,3.55,2.74,1.88,1.44,1.45,1.74,2.73,1.77,0.18
Grassy Island BC,-28.91,2.18,2.91,1.88,1.67,1.51,1.73,2.49,1.57,0.35
Grassy Island BC,-22.13,13.97,3.08,1.71,1.55,1.50,1.66,2.67,1.59,0.21
Grassy Island BC,8.20,4.82,3.08,1.75,1.71,1.60,1.80,2.79,1.69,0.32
Grassy Island BC,-33.00,18.34,3.07,1.99,1.52,1.64,1.57,2.30,1.37,0.28
Grassy Island BC,-9.74,9.00,3.21,1.96,1.49,1.40,2.21,2.76,1.55,0.28
Grassy Island BC,23.27,27.91,3.10,2.09,1.97,1.38,2.06,3.05,1.83,0.38
Grassy Island BC,23.95,-1.00,3.15,2.12,1.94,1.69,2.06,2.85,1.74,0.38
Grassy Island BC,-7.44,15.71,3.23,2.07,2.08,1.43,2.10,3.36,2.22,0.31
Grassy Island BC,19.22,12.11,3.23,2.21,1.74,1.33,2.58,3.33,2.11,0.34
Grassy Island BC,2.10,12.16,3.32,2.18,1.87,1.22,2.10,3.48,1.98,0.32
Grassy Island BC,-12.28,8.21,3.75,2.03,1.84,1.76,2.07,3.61,1.92,0.33
Grassy Island BC,-1.99,19.63,3.27,2.75,2.28,1.92,2.26,3.86,2.33,0.32
Grassy Island BC,-11.29,12.92,1.36,0.85,0.76,0.66,1.11,1.11,0.64,0.21
Grassy Island BC,2.76,0.04,1.32,0.94,0.92,0.75,0.73,1.33,0.57,0.12
Grassy Island BC,-3.21,3.78,1.43,1.16,0.83,0.78,1.17,1.62,0.83,0.17
Grassy Island BC,-12.61,16.04,1.81,1.00,1.02,0.71,1.38,1.87,1.18,0.14
Grassy Island BC,-14.31,13.75,1.76,1.05,1.04,0.89,1.09,1.76,0.98,0.17
Grassy Island BC,-28.34,8.46,1.77,1.05,0.78,0.89,1.24,1.84,1.06,0.20
Grassy Island BC,-9.93,4.08,1.91,1.19,1.05,0.85,1.41,2.14,1.27,0.22
Grassy Island BC,-23.51,16.75,2.05,1.10,1.07,0.92,1.15,2.13,1.05,0.17
Grassy Island BC,-21.82,12.47,1.81,1.40,1.01,1.04,1.92,1.41,1.03,0.20
Grassy Island BC,-18.22,17.88,1.87,1.43,1.20,0.94,1.45,2.05,1.25,0.25
Grassy Island BC,-7.73,7.83,2.19,1.12,0.94,0.89,1.34,1.95,1.11,0.17
Grassy Island BC,-18.93,7.39,2.14,1.29,0.80,0.95,1.66,1.94,1.20,0.25
Grassy Island BC,-9.79,15.57,2.12,1.35,1.15,0.75,1.52,2.00,1.47,0.22
Grassy Island BC,-13.25,21.85,2.06,1.47,1.05,1.30,1.39,2.23,1.48,0.19
Grassy Island BC,-11.51,22.88,2.11,1.42,1.16,0.77,1.93,1.96,1.40,0.24
Grassy Island BC,-9.72,7.70,2.25,1.35,1.17,1.08,1.55,2.07,1.13,0.21
Grassy Island BC,-10.79,30.27,2.33,1.32,1.35,1.14,1.77,2.20,1.19,0.23
Grassy Island BC,-14.29,10.79,2.14,1.54,1.32,1.25,1.54,2.28,1.30,0.25
Grassy Island BC,-13.37,22.93,2.34,1.43,1.18,0.99,1.67,2.11,0.86,0.16
Grassy Island BC,-23.77,14.26,1.97,1.81,1.30,0.99,1.51,2.19,1.37,0.21
Grassy Island BC,-14.35,16.17,2.37,1.42,1.28,1.06,1.57,2.29,1.45,0.25
Grassy Island BC,-20.56,7.65,2.52,1.30,0.93,1.00,1.69,2.19,1.14,0.22
Grassy Island BC,-13.98,9.42,2.20,1.68,1.11,1.11,1.51,2.49,1.33,0.32
Grassy Island BC,-21.86,19.94,2.43,1.45,1.20,1.01,1.96,2.00,1.40,0.20
Grassy Island BC,-12.95,18.37,2.30,1.60,1.35,1.00,1.54,2.40,1.21,0.33
Grassy Island BC,-5.39,14.07,2.33,1.60,1.17,0.92,1.77,2.49,1.59,0.24
Grassy Island BC,-21.97,15.35,2.38,1.54,1.21,1.26,1.77,2.21,1.58,0.27
Grassy Island BC,-8.32,12.35,2.18,1.76,1.45,1.07,1.76,2.42,0.91,0.26
Grassy Island BC,-13.08,16.27,2.36,1.60,1.36,1.19,1.62,2.36,1.31,0.22
Grassy Island BC,-4.92,10.94,2.22,1.80,1.46,1.10,1.84,2.30,1.22,0.26
Grassy Island BC,-15.25,2.25,2.32,1.83,1.15,1.23,1.80,2.51,1.36,0.17
Grassy Island BC,-18.30,13.22,2.65,1.61,1.41,1.54,1.71,2.84,1.50,0.22
Grassy Island BC,-15.21,12.25,2.76,1.50,1.45,1.60,1.83,2.67,1.67,0.22
Grassy Island BC,-17.01,18.81,2.39,1.89,1.49,1.10,1.76,2.73,1.42,0.30
Grassy Island BC,-22.63,19.11,2.83,1.46,1.61,1.50,2.29,2.42,1.58,0.18
Grassy Island BC,-3.39,3.10,2.59,1.75,1.19,0.97,1.89,2.54,1.47,0.21
Grassy Island BC,-23.14,18.64,2.71,1.66,1.40,1.50,2.28,2.09,1.58,0.21
Grassy Island BC,-24.13,20.83,2.71,1.74,1.51,1.36,1.95,2.70,1.80,0.22
Grassy Island BC,-12.01,4.55,2.73,1.73,1.22,0.98,1.75,2.77,1.59,0.30
Grassy Island BC,-7.41,9.90,2.76,1.82,1.62,1.35,1.83,1.75,1.93,0.26
Grassy Island BC,-6.85,8.39,2.84,1.79,1.47,1.02,1.88,2.88,1.86,0.24
Grassy Island BC,-6.23,19.61,2.51,2.13,1.45,0.96,2.07,2.60,1.29,0.23
Grassy Island BC,-5.17,0.80,2.58,2.14,1.33,1.24,2.21,2.75,1.25,0.14
Grassy Island BC,-5.44,7.01,2.91,1.97,1.55,1.22,2.07,3.16,1.66,0.22
Grassy Island BC,-7.46,8.40,2.88,2.04,1.81,1.01,2.17,2.80,1.82,0.25
Grassy Island BC,4.67,1.67,2.91,2.07,1.68,1.42,2.36,2.75,1.48,0.32
Grassy Island BC,-5.70,23.06,2.92,2.06,2.04,0.92,3.05,2.20,2.21,0.23
Grassy Island BC,-9.54,10.78,2.95,2.08,1.59,1.42,2.15,3.14,1.49,0.29
Grassy Island BC,-8.75,14.06,2.89,2.16,1.72,1.32,2.17,3.01,2.04,0.33
Grassy Island BC,-6.65,8.21,3.10,1.97,1.66,1.25,2.40,2.84,1.13,0.26
Grassy Island BC,-17.01,9.11,3.02,2.11,1.48,1.31,2.00,3.36,1.81,0.27
Grassy Island BC,-9.97,18.35,3.28,1.92,1.80,1.59,2.05,3.08,2.19,0.26
Grassy Island BC,-17.12,22.87,3.07,2.12,1.67,1.23,2.23,3.15,1.66,0.27
Grassy Island BC,-13.31,15.12,3.24,1.99,1.78,1.26,2.09,3.31,1.95,0.23
Grassy Island BC,-26.37,10.64,3.41,1.90,1.55,2.02,2.34,3.24,2.05,0.33
Grassy Island BC,-19.95,9.40,3.55,1.92,1.76,1.64,2.16,3.34,1.90,0.20
Grassy Island BC,-8.81,15.77,3.31,2.26,1.93,1.69,3.05,2.60,2.04,0.25
Grassy Island BC,-8.57,19.14,3.66,1.98,1.83,1.32,2.48,3.64,2.34,0.30
Grassy Island BC,-21.07,17.07,3.51,2.13,1.54,1.67,2.58,3.15,2.03,0.31
Grassy Island BC,-16.09,13.98,3.55,2.17,1.80,1.06,2.54,3.50,2.12,0.36
Grassy Island BC,-1.67,-0.06,0.72,0.42,0.59,0.64,0.43,0.86,0.36,0.10
Grassy Island BC,-2.59,-2.12,0.83,0.43,0.41,0.47,0.51,0.79,0.35,0.09
Grassy Island BC,-1.04,-1.04,0.74,0.58,0.41,0.45,0.44,0.92,0.31,0.11
Grassy Island BC,-3.32,1.20,0.87,0.50,0.61,0.53,0.50,0.86,0.32,0.08
Grassy Island BC,-4.73,-1.97,0.85,0.54,0.44,0.43,0.41,0.97,0.36,0.10
Grassy Island BC,0.57,-4.13,0.91,0.54,0.51,0.43,0.50,0.98,0.38,0.10
Grassy Island BC,-1.43,3.08,1.00,0.47,0.54,0.38,0.46,0.99,0.41,0.12
Grassy Island BC,3.46,-2.25,0.93,0.55,0.53,0.38,0.57,1.01,0.37,0.10
Grassy Island BC,-0.90,-1.90,0.92,0.57,0.47,0.35,0.60,0.90,0.42,0.09
Grassy Island BC,8.37,5.19,1.02,0.48,0.69,0.51,0.83,1.17,0.62,0.08
Grassy Island BC,1.18,1.04,0.77,0.76,0.58,0.38,0.57,1.00,0.40,0.11
Grassy Island BC,-2.01,1.07,0.97,0.59,0.47,0.55,0.68,0.96,0.43,0.11
Grassy Island BC,0.28,1.16,0.95,0.61,0.60,0.54,0.66,1.06,0.54,0.08
Grassy Island BC,-0.99,0.18,0.98,0.58,0.59,0.41,0.41,1.18,0.54,0.09
Grassy Island BC,1.61,11.05,0.88,0.71,0.55,0.33,0.44,1.18,0.43,0.14
Grassy Island BC,7.32,0.89,0.98,0.61,0.46,0.30,0.46,1.07,0.37,0.12
Grassy Island BC,0.84,1.99,0.99,0.61,0.60,0.40,0.71,0.96,0.35,0.08
Grassy Island BC,8.55,-1.65,1.03,0.64,0.61,0.45,0.61,1.01,0.50,0.12
Grassy Island BC,-6.94,10.19,1.05,0.62,0.63,0.65,0.71,1.04,0.55,0.11
Grassy Island BC,-6.32,7.45,1.04,0.67,0.60,0.51,0.59,1.10,0.53,0.10
Grassy Island BC,-0.53,-1.15,1.05,0.68,0.63,0.50,0.61,1.08,0.48,0.09
Grassy Island BC,2.19,0.72,1.02,0.71,0.67,0.48,0.64,1.17,0.46,0.14
Grassy Island BC,3.29,0.45,1.07,0.70,0.63,0.53,0.61,1.32,0.60,0.10
Grassy Island BC,-4.34,-1.64,1.07,0.71,0.64,0.47,0.59,1.23,0.41,0.12
Grassy Island BC,-5.57,0.59,1.09,0.69,0.64,0.40,0.74,1.28,0.51,0.12
Grassy Island BC,-2.22,6.50,1.01,0.79,0.60,0.44,0.77,1.16,0.70,0.10
Grassy Island BC,3.87,-0.06,1.23,0.59,0.83,0.51,0.77,1.17,0.51,0.13
Grassy Island BC,2.26,-0.15,1.08,0.74,0.73,0.44,0.65,1.15,0.48,0.10
Grassy Island BC,-24.09,17.73,1.16,0.67,0.64,0.55,0.81,1.13,0.52,0.10
Grassy Island BC,-2.74,-2.72,1.08,0.77,0.73,0.76,0.64,1.22,0.69,0.16
Grassy Island BC,-20.33,11.31,1.12,0.74,0.70,0.64,0.93,1.06,0.47,0.14
Grassy Island BC,0.16,1.38,1.13,0.73,0.64,0.50,0.51,1.37,0.58,0.11
Grassy Island BC,-0.58,-1.23,1.17,0.70,0.56,0.44,0.88,1.46,0.65,0.16
Grassy Island BC,-4.22,0.61,1.24,0.68,0.76,0.48,0.65,1.25,0.49,0.12
Grassy Island BC,3.58,-11.47,1.16,0.76,0.73,0.45,0.59,1.41,0.46,0.11
Grassy Island BC,-4.76,-0.84,1.08,0.85,0.56,0.35,0.69,1.27,0.67,0.15
Grassy Island BC,-6.42,0.12,1.22,0.72,0.67,0.73,0.76,1.26,0.49,0.10
Grassy Island BC,-2.48,4.75,1.14,0.79,0.83,0.57,0.53,1.59,0.45,0.10
Grassy Island BC,-2.12,-2.12,1.02,0.91,0.54,0.51,0.60,1.47,0.67,0.10
Grassy Island BC,-24.77,8.51,1.30,0.65,0.52,0.57,1.00,1.56,0.87,0.22
Grassy Island BC,1.40,1.65,1.33,0.62,0.64,0.50,0.68,1.21,0.48,0.13
Grassy Island BC,0.33,-0.18,1.11,0.86,0.75,0.47,0.76,1.49,0.58,0.15
Grassy Island BC,-5.65,5.97,1.17,0.80,0.65,0.65,0.73,1.28,0.46,0.12
Grassy Island BC,13.01,-3.90,1.08,0.90,0.78,0.54,0.67,1.49,0.62,0.14
Grassy Island BC,1.49,-0.14,1.15,0.86,0.69,0.42,0.62,1.39,0.45,0.15
Grassy Island BC,1.74,0.00,1.14,0.88,0.68,0.53,0.74,1.32,0.57,0.15
Grassy Island BC,4.03,0.37,1.17,0.84,0.83,0.58,0.62,1.26,0.63,0.12
Grassy Island BC,-3.34,-2.77,1.31,0.70,0.61,0.55,0.80,1.22,0.44,0.11
Grassy Island BC,3.50,-1.45,1.31,0.72,0.82,0.60,0.86,1.57,0.62,0.09
Grassy Island BC,-1.16,0.05,1.29,0.74,0.60,0.49,0.78,1.31,0.60,0.13
Grassy Island BC,4.50,-0.45,1.36,0.67,0.77,0.56,0.56,1.50,0.61,0.11
Grassy Island BC,-4.28,0.18,1.28,0.76,0.69,0.51,0.68,1.38,0.63,0.09
Grassy Island BC,0.43,-1.83,1.37,0.68,0.71,0.64,0.72,1.33,0.53,0.09
Grassy Island BC,-6.40,0.98,1.46,0.63,0.78,0.67,0.82,1.23,0.49,0.12
Grassy Island BC,-2.04,-0.40,1.37,0.73,0.89,0.71,0.79,1.30,0.63,0.16
Grassy Island BC,-17.96,2.47,1.29,0.81,0.77,0.74,0.80,1.34,0.55,0.11
Grassy Island BC,-2.83,-1.07,1.25,0.87,0.80,0.81,0.60,1.61,0.64,0.12
Grassy Island BC,-5.75,0.98,1.26,0.88,0.81,0.64,0.82,1.36,0.61,0.16
Grassy Island BC,-6.96,8.58,1.41,0.72,0.79,0.75,0.78,1.53,0.62,0.10
Grassy Island BC,7.19,1.15,1.50,0.64,0.75,0.57,0.83,1.42,0.44,0.12
Grassy Island BC,5.48,-4.22,1.35,0.79,0.66,0.53,0.77,1.42,0.52,0.18
Grassy Island BC,-11.56,30.45,1.42,0.72,0.80,0.76,1.08,1.12,0.55,0.18
Grassy Island BC,-4.95,4.98,1.29,0.85,0.59,0.62,0.85,1.41,0.49,0.15
Grassy Island BC,-1.60,3.53,1.27,0.88,0.80,0.64,0.90,1.39,0.55,0.13
Grassy Island BC,-15.19,19.72,1.21,0.94,0.76,0.65,0.93,1.55,0.73,0.11
Grassy Island BC,-2.49,-3.05,1.40,0.75,0.71,0.50,0.81,1.32,0.55,0.13
Grassy Island BC,-3.17,0.47,1.29,0.88,0.83,0.69,1.02,1.45,0.93,0.14
Grassy Island BC,-19.26,9.39,1.24,0.93,0.60,0.81,0.84,1.25,0.71,0.13
Grassy Island BC,-1.26,7.40,1.17,1.03,0.84,0.60,0.91,1.34,0.62,0.20
Grassy Island BC,4.59,0.28,1.34,0.85,0.65,0.66,0.55,1.65,0.54,0.10
Grassy Island BC,-2.07,3.17,1.29,0.91,0.78,0.75,1.05,1.40,0.69,0.22
Grassy Island BC,1.25,0.67,1.40,0.80,0.79,0.55,0.85,1.26,0.42,0.13
Grassy Island BC,-11.66,14.59,1.24,1.00,0.74,0.56,0.92,1.18,0.47,0.17
Grassy Island BC,-4.43,2.88,1.35,0.89,0.84,0.54,0.69,1.68,0.55,0.14
Grassy Island BC,3.68,-4.10,1.23,1.03,0.88,0.59,0.70,1.55,0.61,0.12
Grassy Island BC,-1.79,4.39,1.30,0.96,0.76,0.55,0.75,1.56,0.71,0.17
Grassy Island BC,5.26,-1.61,1.35,0.92,0.87,0.96,0.73,1.22,0.48,0.15
Grassy Island BC,-3.58,-0.43,1.38,0.89,0.82,0.75,0.81,1.40,0.68,0.12
Grassy Island BC,-11.33,9.63,1.46,0.81,0.79,0.69,0.97,1.46,0.73,0.14
